idtweet,texto,data_tweet,emocao,emocaoId,quant_pessoa,classificador,classificadorId
1129141855424266240,firmes bolsonaro chega balburdia basta fazer jovens idiotasuteis professores doutrinadores brasilcomweintraub lavajatomec,1614246646833,nulo,6,1,Sem emoção,0
1134109258352664576,dia30meufilhonaovai,1614246646923,amor,1,1,Com emoção,2
1177673724776108034,balburdia en la universidad en defensa la publica en brasil y en americalatina,1614246646969,nulo,6,1,Sem emoção,0
1161041631002419200,terca13nasruas amanhaerua tsunami13a,1614246646901,nulo,6,1,Sem emoção,0
1134176173586558976,dia30euvoutrabalhar,1614246646970,alegria,0,1,Com emoção,2
1133875817484869632,venda adesvios amanha centro floripa vou estar ifsc toda manha concentracao ato 30m apartir 15h30 alesc rt maroto ajuda artista local designativista,1614246646866,nulo,6,1,Sem emoção,0
1158317141000708096,dia 13 vem ai 13a,1614246646919,alegria,0,1,Com emoção,2
1158091233673322497,vem rua deixe curral tsunami13a tsunamidaeducacao saidocurralbolsominion,1614246646882,alegria,0,1,Com emoção,2
1158091233673322497,vem rua deixe curral tsunami13a tsunamidaeducacao saidocurralbolsominion,1614246646882,ironia,5,1,Com ironia,1
1128398972790427654,ansioso tsunamidaeducacao amanha,1614246646783,nulo,6,1,Sem emoção,0
1134236883670712320,quantas vezes retiradas tantas recolocaremos 30mpelaeducacao,1614246646946,alegria,0,1,Com emoção,2
1170820438429245440,contando alguma parte emocionante historia menin vaiterprofessorasim pedagogia tsunamidaeducacao,1614246646978,amor,1,1,Com emoção,2
1128442004181012480,tsunamidaeducacao vai greve,1614246646902,raiva,3,1,Com emoção,2
1132848448905076737,brasilnasruas,1614246646932,nulo,6,1,Sem emoção,0
1125940727626780673,coisa emociona ver inumeros videos alunos gritando tiraamaodomeuif pais orgulho fazer parte dessa instituicao vamos luta,1614246646969,alegria,0,1,Com emoção,2
1125940727626780673,coisa emociona ver inumeros videos alunos gritando tiraamaodomeuif pais orgulho fazer parte dessa instituicao vamos luta,1614246646969,amor,1,1,Com emoção,2
1162549498255745024,trying speak manager went nowhere says tartaro digitalmarketing kanyewest artificialintelligence maga machinelearning herseycokguzelolacak tsunamidaeducacao marketingonline luxurylife love guns mastersreforma photooftheday smallb,1614246646902,nulo,6,2,Sem emoção,0
1133854821348446208,dia30meufilhonaovai massa manobra,1614246646899,raiva,3,1,Com emoção,2
1134219777080266752,nunca historia desse pais ministerio passou tanta vergonha mec passando 30mpelaeducacao,1614246646879,ironia,5,1,Com ironia,1
1134167470288384001,dia30euvoutrabalhar,1614246646977,nulo,6,1,Sem emoção,0
1159626980750450688,dce unama sala aula ruas dia13enarua 13a tsunamidaeducacao richardcallefa une,1614246646981,raiva,3,1,Com emoção,2
1159626980750450688,dce unama sala aula ruas dia13enarua 13a tsunamidaeducacao richardcallefa une,1614246646981,nulo,6,1,Sem emoção,0
1134214140476760064,tachovendoprotesto 30mpelaeducacao 30m brasilpelaeducacao tsunamidaeducacao,1614246646960,alegria,0,1,Com emoção,2
1132782824489140229,trabalhador verdade faz manifestacao geralmente domingo brasilnasruas,1614246646836,ironia,5,1,Com ironia,1
1128814689935343616,tiraamaodomeuif tiraamaodaminhaeducacao naovaitercorte vaiterluta,1614246646961,nulo,6,1,Sem emoção,0
1134235086520573960,ospingosnosis mostrando vivo verdadeiro motivo manifestacao mula livre ate peitada reporter pouca gente muita violencia nada educacao nisso marolinha30m,1614246646994,raiva,3,1,Com emoção,2
1134235086520573960,ospingosnosis mostrando vivo verdadeiro motivo manifestacao mula livre ate peitada reporter pouca gente muita violencia nada educacao nisso marolinha30m,1614246646994,ironia,5,1,Com ironia,1
1128772779535458304,gosto pt fazendo transformando manifestacao ato politico muita hipocrisia direita manifestar contra naruapelaeducacao democracia,1614246646941,raiva,3,1,Com emoção,2
1134246985131859968,dia30euvoutrabalhar dia30meufilhonaovai bolsonaro2022,1614246646991,nulo,6,1,Sem emoção,0
1132848856734027778,ate querido vc brasilnasruas,1614246646933,nulo,6,1,Sem emoção,0
1128824072647991299,cumulo dessa perdi ultimo poucos resquicios fe restavam sobre governo bolsonaro acha q chamar idiotas uteis vai afetar errado naruapelaeducacao tsunamidaeducacao 15m,1614246646961,raiva,3,1,Com emoção,2
1167909947914379266,7 setembro educacao amazonia tsunami7s tsunamidaeducacao,1614246646902,nulo,6,2,Sem emoção,0
1129031005409546240,twitter fede bozonario faz tweet forabolsonaro tsunamidaeducacao naruapelaeducacao todospelaeducacao grevegeralfortalezabrasil,1614246646982,raiva,3,1,Com emoção,2
1134219703742816256,30mpelaeducacao queria ido porem dormi,1614246646800,nulo,6,1,Sem emoção,0
1128775358013161473,so previa vir todospelaeducacao 15m naruapelaeducacao tsunamidaeducacao,1614246646763,alegria,0,1,Com emoção,2
1132997450300559360,ontem povo ruas pagos alimentado sanduiche mortadela obrigado coagido professores viciado drogas filiado partidos perderam teta sindicalista participante movimentos ilegais brasilnasruas grandedia saldo26demaio,1614246646877,raiva,3,1,Com emoção,2
1132997450300559360,ontem povo ruas pagos alimentado sanduiche mortadela obrigado coagido professores viciado drogas filiado partidos perderam teta sindicalista participante movimentos ilegais brasilnasruas grandedia saldo26demaio,1614246646877,ironia,5,1,Com ironia,1
1128810244057063424,you hear the people sing todospelaeducacao avenida presidente vargas,1614246646965,nulo,6,1,Sem emoção,0
1132705748872499200,bora derrubar bozo forca tsunami educacao tsunamidaeducacao,1614246646867,raiva,3,2,Com emoção,2
1128760756424650753,presidente chama populacao idiota comete quebra decoro forabolsonaro tsunamidaeducacao todospelaeducacao naruapelaeducacao,1614246646856,raiva,3,1,Com emoção,2
1134206643066068992,discordia reina pior elementos toma poder bolsonaro evangelicos labios mentirosos 30mpelaeducacao 30m tsunami30m tsunami30m brasil brasilpelaeducacao marinhadobrasil brasilpelaeducacao universidadeeresistencia,1614246646994,raiva,3,1,Com emoção,2
1134095869261885441,universidades brasileiras fundamentais so educacao desenvolvimento cientifico tecnologico pais 30mpelaeducacao brasilpelaeducacao,1614246646797,alegria,0,2,Com emoção,2
1128827788801323009,atos surpreendentes tomara ajudem conscientizar populacao sobre mal governo faz brasil todospelaeducacao tsunamidaeducacao,1614246646877,alegria,0,1,Com emoção,2
1128827788801323009,atos surpreendentes tomara ajudem conscientizar populacao sobre mal governo faz brasil todospelaeducacao tsunamidaeducacao,1614246646877,raiva,3,2,Com emoção,2
1128827788801323009,atos surpreendentes tomara ajudem conscientizar populacao sobre mal governo faz brasil todospelaeducacao tsunamidaeducacao,1614246646877,tristeza,4,1,Com emoção,2
1128827788801323009,atos surpreendentes tomara ajudem conscientizar populacao sobre mal governo faz brasil todospelaeducacao tsunamidaeducacao,1614246646877,ironia,5,1,Com ironia,1
1134114509424070656,bahia brasilpelaeducacao,1614246646764,nulo,6,1,Sem emoção,0
1128727167653810176,naruapelaeducacao,1614246646993,alegria,0,1,Com emoção,2
1128727167653810176,naruapelaeducacao,1614246646993,amor,1,1,Com emoção,2
1128727167653810176,naruapelaeducacao,1614246646993,nulo,6,2,Sem emoção,0
1129030026115129344,tiraamaodomeuif bolsobaro tsunamidaeducacao naruapelaeducacao,1614246646784,nulo,6,1,Sem emoção,0
1128414695252287488,escolas particulares paulo vao parar dia protestos tsunamidaeducacao bandnewsfm jn jg globonews g1,1614246646932,nulo,6,1,Sem emoção,0
1128421501026410497,tsunamidaeducacao acabe governo antes acabe brasil,1614246646773,raiva,3,1,Com emoção,2
1133128307208347653,bem capaz loucos brasilnasruas grandedia,1614246646945,alegria,0,1,Com emoção,2
1133128307208347653,bem capaz loucos brasilnasruas grandedia,1614246646945,ironia,5,2,Com ironia,1
1134263611847839745,belem vez dando show defesa educacao 30mpelaeducacao 30m brasilpelaeducacao tsunamidaeducacao belem belemdopara,1614246646994,nulo,6,1,Sem emoção,0
1133870991896129536,pl672nao dia30meufilhonaovai novaprevidenciaja,1614246646964,nulo,6,1,Sem emoção,0
1161322709617278976,avisando manifestacao final semana feriado micareta alem possivel paralisar escolas universidades dia folga 13a tsunami13a tsunamidaeducacao,1614246646944,nulo,6,1,Sem emoção,0
1134313041745416197,dia30euvoutrabalhar ate morrer,1614246646949,nulo,6,3,Sem emoção,0
1133881227851776000,dia30meufilhonaovai pois estara trabalhando estudando,1614246646807,raiva,3,1,Com emoção,2
1160169006445355009,vazajato foramoro moromente tsunami13a lulapresopolitico,1614246646894,nulo,6,1,Sem emoção,0
1126235957034876928,agora posso dizer parei transito tiraamaodomeuif,1614246646854,raiva,3,1,Com emoção,2
1134245830989361163,tomou varias peitadas sim ainda bem q agressao final percebe q reporter ficou abalado somente fazendo trabalho marolinha30m,1614246646878,raiva,3,1,Com emoção,2
1132782178486693888,parabens ministro servicos finalmente sendo concluidos nesse pais brasilnasruas,1614246646960,ironia,5,1,Com ironia,1
1128420363266818048,marcarei presenca tsunamidaeducacao,1614246646919,alegria,0,1,Com emoção,2
1132794823310749696,brasilnasruas,1614246646993,nulo,6,1,Sem emoção,0
1134198758890246148,olha organizando manifestacao educacao pt psol pcdob agora unidos mdb temer calheiros dia30euvoutrabalhar dia30meufilhonaovai,1614246646965,raiva,3,1,Com emoção,2
1134198758890246148,olha organizando manifestacao educacao pt psol pcdob agora unidos mdb temer calheiros dia30euvoutrabalhar dia30meufilhonaovai,1614246646965,ironia,5,1,Com ironia,1
1128653642758807552,tudo errado tamo rua pelaeducacao tiraamaodomeuif tiraamaodaminhafederal,1614246646914,alegria,0,1,Com emoção,2
1133361962635669504,perfeito dira voce 30m,1614246646872,nulo,6,1,Sem emoção,0
1132786121228865536,brasilnasruas,1614246646866,nulo,6,1,Sem emoção,0
1134195707752189952,marolinha30m,1614246646928,nulo,6,1,Sem emoção,0
1132954808749645826,perfeito existe seita nehuma apenas vontade majoritaria mudanca praticas politicas pais possa voltar crescer simplesmente dispoto comprar briga pena acham apenas vontade todos brasilnasruas,1614246646966,raiva,3,1,Com emoção,2
1128858975787769858,blumenau alunos ufsc ifsc furb junto outras militancias ocuparam ruas centro cidade fotos carolina gabriela estudantes ninja tsunamidaeducacao todospelaeducacao naruapelaeducacao,1614246646889,raiva,3,1,Com emoção,2
1134147485671317505,30mpelaeducacao brasilpelaeducacao universidades federais chegam limite sufocamento,1614246646847,raiva,3,1,Com emoção,2
1134147485671317505,30mpelaeducacao brasilpelaeducacao universidades federais chegam limite sufocamento,1614246646847,tristeza,4,1,Com emoção,2
1134234527113629696,30mpelaeducacao bots bolsolixo tao puto tao tentando subir outra tag q cansam passar vergonha,1614246646984,raiva,3,1,Com emoção,2
1128809358937284608,apesar chuva candelaria ficou assim rio rt andre via lucia freitas 15m grevenacionaldaeducacao tsunamidaeducacao todospelaeducacao naruapelaeducacao,1614246646867,alegria,0,1,Com emoção,2
1161263675531038723,tsunami13a tsunamidaeducacao,1614246646944,alegria,0,1,Com emoção,2
1128853402824400901,lindo hoje todospelaeducacao,1614246646903,amor,1,1,Com emoção,2
1132938144825970694,brasilnasruas,1614246646949,nulo,6,1,Sem emoção,0
1128761436732383232,hoje dia orgulho comunidade academica continuemos unidos aperfeicoamento desenvolvimento ciencia educacao naruapelaeducacao,1614246646948,alegria,0,2,Com emoção,2
1134411074701340672,so memorias boas desse dia incrivel finalmente sinto coerente pensamentos dia30vaisermaior 30m ninguemsoltaamaodeninguem lutecomoumamulher todospelaeducacao elenao juventudepensante,1614246646962,amor,1,1,Com emoção,2
1133449878854656000,gata deixa contar coisa ouvidinho esquerdo 30m pelaeducacao semreducao,1614246646979,alegria,0,1,Com emoção,2
1133449878854656000,gata deixa contar coisa ouvidinho esquerdo 30m pelaeducacao semreducao,1614246646979,amor,1,2,Com emoção,2
1133449878854656000,gata deixa contar coisa ouvidinho esquerdo 30m pelaeducacao semreducao,1614246646979,ironia,5,1,Com ironia,1
1134168428867198976,dia30euvoutrabalhar,1614246646978,nulo,6,1,Sem emoção,0
1147266959874166784,curtam so quiserem tsunamidaeducacao,1614246646961,nulo,6,1,Sem emoção,0
1134239751064760322,considerar numeros frios importante grande coracoeskkkkkkkkkkkkkkkkkkk marolinha30m dia30euvoutrabalhar,1614246646961,alegria,0,1,Com emoção,2
1134239751064760322,considerar numeros frios importante grande coracoeskkkkkkkkkkkkkkkkkkk marolinha30m dia30euvoutrabalhar,1614246646961,ironia,5,2,Com ironia,1
1133004046757978112,globonews engole vez tentar diminuir grandiosa manifestacao bolsonaro brasilnasruas bolsonaro,1614246646962,raiva,3,1,Com emoção,2
1134091677721927681,30mpelaeducacao brasilurgente brasilnasruas,1614246646914,nulo,6,1,Sem emoção,0
1134229518787518465,brasilpelaeducacao 30m 30mpelaeducacao,1614246646948,nulo,6,1,Sem emoção,0
1133875918739574784,bingo dia30meufilhonaovai,1614246646833,nulo,6,1,Sem emoção,0
1159813525210054656,marcha margaridas levara 100 mil brasilia dia 13 tsunami13a marchadasmargaridas dia13erua confira pcdob65 secretaria nacional mulheres pcdob,1614246646966,alegria,0,1,Com emoção,2
1159813525210054656,marcha margaridas levara 100 mil brasilia dia 13 tsunami13a marchadasmargaridas dia13erua confira pcdob65 secretaria nacional mulheres pcdob,1614246646966,amor,1,1,Com emoção,2
1128818328896716803,todospelaeducacao naruapelaeducacao,1614246646903,nulo,6,1,Sem emoção,0
1128395137464307713,tsunamidaeducacao,1614246646928,nulo,6,2,Sem emoção,0
1134239453126569984,30mpelaeducacao 30m,1614246646856,nulo,6,1,Sem emoção,0
1128803925103190019,duvido educacao so sei forte corrupcao brasileira tsunamidaeducacao 15m naruapelaeducacao todospelaeducacao grevenacionaldaeducacao idiotasuteis forabolsonaro 15mgrevegeral kleyvson santos,1614246646762,ironia,5,1,Com ironia,1
1130049520556040192,povo unir bolsonaro vai cair deusbrasilbolsonaro impeachmentbolsonaro mbltraidoresdapatria rodrigomaiatraidormor dia26euvou dia30vaisermaior tsunamidaeducacao boldonaronossopresidente bolsonaronossopresidente bolsonarotemrazao deusbrasilbolsonaro dia26,1614246646898,alegria,0,1,Com emoção,2
1130049520556040192,povo unir bolsonaro vai cair deusbrasilbolsonaro impeachmentbolsonaro mbltraidoresdapatria rodrigomaiatraidormor dia26euvou dia30vaisermaior tsunamidaeducacao boldonaronossopresidente bolsonaronossopresidente bolsonarotemrazao deusbrasilbolsonaro dia26,1614246646898,ironia,5,1,Com ironia,1
1128844547797200896,bolsonaro apanhou estudantes aqui apanhou eua la cara vergonha mundial todospelaeducacao brasilcomweintraub boicotejornalnacional flavio bolsonaro,1614246646977,raiva,3,1,Com emoção,2
1134165191543988224,achei foto dia30euvoutrabalhar,1614246646824,nulo,6,1,Sem emoção,0
1128434646335750144,tsunamidaeducacao,1614246646785,nulo,6,1,Sem emoção,0
1132780400215044103,brasilnasruas vai assim sempre brasil precisar exmo sr ministro,1614246646984,alegria,0,1,Com emoção,2
1132780400215044103,brasilnasruas vai assim sempre brasil precisar exmo sr ministro,1614246646984,raiva,3,1,Com emoção,2
1132780400215044103,brasilnasruas vai assim sempre brasil precisar exmo sr ministro,1614246646984,ironia,5,1,Com ironia,1
1132780400215044103,brasilnasruas vai assim sempre brasil precisar exmo sr ministro,1614246646984,nulo,6,1,Sem emoção,0
1133039986385850370,pulso vc chama pulso toma la ca venda moral etica realmente nenhum pulso siga vida imaginado passa nesse mundo brasilnasruas,1614246646940,raiva,3,1,Com emoção,2
1160786065059405824,vejam todos twitter brasil brasileiros querem justica tsunamidaeducacao 13a,1614246646854,raiva,3,1,Com emoção,2
1132794102481866752,brasilnasruas,1614246646888,nulo,6,1,Sem emoção,0
1134215772232978432,assitam urgente manifestacoes joao pessoa pb dia30euvoutrabalhar,1614246646951,medo,2,1,Com emoção,2
1134237872020697088,educacao arma poderosa voce pode usar mudar mundo nelson mandela 30mpelaeducacao educacaonaoebalburdia educacaoecoisaseria todospelaeducacao professoresunidos siguemeytesigovox siguemeytesigo siguemeytesigoalinstante folloforfolloback,1614246646951,nulo,6,1,Sem emoção,0
1128799835547680768,redes sociais brasilcomweintraub vida realtsunamidaeducacao naruapelaeducacao diferenca rua robo carluxo,1614246646962,raiva,3,1,Com emoção,2
1128785873703723008,registros atos hoje aracatice tsunamidaeducacao 15m 30m naruapelaeducacao eudefendoaeducacao une,1614246646869,nulo,6,1,Sem emoção,0
1133845999225643008,dia30meufilhonaovai,1614246646870,raiva,3,1,Com emoção,2
1132789604967260160,brasilnasruas,1614246646786,ironia,5,1,Com ironia,1
1132778514627874818,parabens todas guerreiras q vez omitiram historia sempre mostrou forca q so vcs vcs mulheres merecem todo respeito admiracao brasilnasruas,1614246646775,alegria,0,1,Com emoção,2
1132778514627874818,parabens todas guerreiras q vez omitiram historia sempre mostrou forca q so vcs vcs mulheres merecem todo respeito admiracao brasilnasruas,1614246646775,amor,1,1,Com emoção,2
1133879263424372736,globolixo dia30meufilhonaovai espero respeitoe minimo vc deve varios anos pagando contasgloboseretrate globobosta,1614246646818,raiva,3,3,Com emoção,2
1133073321522806784,brasilnasruas menor poderia maior muitos esperavam maior bom canalhada sempre canalhada nova q surfou tsunami bolsonaro interpretar q baita aviso parar ca putaria senao acao contundente vira avassaladora,1614246646944,raiva,3,1,Com emoção,2
1161392113323560961,100 mil pessoas ruas capital mineira volume participantes manifestacao terminaria praca 7 estendida ate praca estacao tsunami13a tsunamidaeducacao,1614246646977,alegria,0,1,Com emoção,2
1161392113323560961,100 mil pessoas ruas capital mineira volume participantes manifestacao terminaria praca 7 estendida ate praca estacao tsunami13a tsunamidaeducacao,1614246646977,amor,1,1,Com emoção,2
1134281079165243397,voltei plantao 24h heim pautas genuinas valeriam esforcos dia30euvoutrabalhar,1614246646920,nulo,6,1,Sem emoção,0
1128421379714506752,boa ideia corrente sempre certo so cuidado ficar preso tsunamidaeducacao,1614246646961,nulo,6,1,Sem emoção,0
1133861578502283264,podem chamar quiserem poucos limpando pais dia30meufilhonaovai,1614246646940,alegria,0,1,Com emoção,2
1129509702575022080,naruapelaeducacao,1614246646894,nulo,6,1,Sem emoção,0
1155952517739499520,grupo acho serviria alemanha nazista segundadetremurasdv lingerieday tsunami13a vazamaisgreenwald,1614246646931,raiva,3,1,Com emoção,2
1155952517739499520,grupo acho serviria alemanha nazista segundadetremurasdv lingerieday tsunami13a vazamaisgreenwald,1614246646931,ironia,5,1,Com ironia,1
1128393001271734274,tsunamidaeducacao mim ficar hogwarts durante ferias,1614246646943,nulo,6,1,Sem emoção,0
1132831301445279744,brasilnasruas globonews arquivobbc,1614246646991,nulo,6,1,Sem emoção,0
1131253089938362370,uns animais balburdia tramada petralhas levaram idiotasuteis,1614246646877,raiva,3,1,Com emoção,2
1128736706482638849,ministro educacao acabou dizer q coreia fica al geografia pior q matematica investimos q qq pais america latina coreia rip brasil ps bolsonaro roubar bombom explicacao corte simbolico tsunamidaeducacao naruapelaeducacao,1614246646948,alegria,0,1,Com emoção,2
1128736706482638849,ministro educacao acabou dizer q coreia fica al geografia pior q matematica investimos q qq pais america latina coreia rip brasil ps bolsonaro roubar bombom explicacao corte simbolico tsunamidaeducacao naruapelaeducacao,1614246646948,ironia,5,1,Com ironia,1
1128736809045897219,15m naruapelaeducacao tsunamidaeducacao,1614246646931,nulo,6,1,Sem emoção,0
1156897704859111425,cuba si preguntan cual es el legadodefidel respondo inmediato haber hecho un pais libre culto y digno y darle un ejemplo al q la solidaridad es la respuesta un futuro mejor eso 13deagosto celebrare su cumpleanos todos los cubanos,1614246646794,alegria,0,1,Com emoção,2
1156897704859111425,cuba si preguntan cual es el legadodefidel respondo inmediato haber hecho un pais libre culto y digno y darle un ejemplo al q la solidaridad es la respuesta un futuro mejor eso 13deagosto celebrare su cumpleanos todos los cubanos,1614246646794,nulo,6,1,Sem emoção,0
1133874317580754945,protesta dia semana trabalha estuda entao dia30meufilhonaovai,1614246646782,raiva,3,1,Com emoção,2
1133874317580754945,protesta dia semana trabalha estuda entao dia30meufilhonaovai,1614246646782,ironia,5,1,Com ironia,1
1161215032207785984,hoje vairolar hojeerua tsunamidaeducacao tsunami13a 13a 13agostotsunamieducacao 13ago 13agosto lulalivre lulalivreja lulalivretercasdv forabolsonaroetodososgolpistas tercadetremurasdv terca13nasruas forabolonaro,1614246646902,raiva,3,1,Com emoção,2
1134207854200741888,balburdia professores alunos comprometidos debate ideias plurais producao conhecimento ensino pesquisa 30mpelaeducacao brasilpelaeducacao,1614246646899,raiva,3,1,Com emoção,2
1129125932730585096,lindeza comissao frente ato defesa educacao goiania balburdias pessoal artes cenicas fazem bater palmas pe livros lapis armas poderosas existem 15m tsunamidaeducacao naruapelaeducacao,1614246646981,alegria,0,1,Com emoção,2
1132781220620886018,brasilnasruas,1614246646796,nulo,6,1,Sem emoção,0
1134136493453250560,educacao dia30euvoutrabalhar dia30meufilhonaovai,1614246646929,nulo,6,1,Sem emoção,0
1128431693889773568,tsunamidaeducacao grevenacionaldaeducacao naruapelaeducacao,1614246646992,nulo,6,1,Sem emoção,0
1128442139413766150,naocortaminhaeducacao tsunamidaeducacao tsunamidaeducacao,1614246646791,raiva,3,1,Com emoção,2
1134086953073295361,30mpelaeducacao brasilpelaeducacao,1614246646767,alegria,0,1,Com emoção,2
1134086953073295361,30mpelaeducacao brasilpelaeducacao,1614246646767,amor,1,1,Com emoção,2
1128415598839570433,amanha aula rua tsunamidaeducacao,1614246646941,raiva,3,1,Com emoção,2
1128415598839570433,amanha aula rua tsunamidaeducacao,1614246646941,nulo,6,1,Sem emoção,0
1132783548967129089,salve salve prof maria fumaca brasilnasruas olavotemrazao,1614246646872,nulo,6,1,Sem emoção,0
1134227358846730244,cinelandia 30mpelaeducacao,1614246646962,nulo,6,1,Sem emoção,0
1129405877172277248,politica afirmativa governo colocaram pobre negro universidades tirar brancos oportunidades todos talvez explique governo fascista fazendo educacao todospelaeducacao,1614246646962,raiva,3,1,Com emoção,2
1129405877172277248,politica afirmativa governo colocaram pobre negro universidades tirar brancos oportunidades todos talvez explique governo fascista fazendo educacao todospelaeducacao,1614246646962,tristeza,4,1,Com emoção,2
1129119542653927424,ecrimesim lgbtfobia senado tsunamidaeducacao naruapelaeducacao,1614246646794,raiva,3,1,Com emoção,2
1132844827006128128,bom confusao arruaca povo ordeirobrasilnasruas,1614246646829,alegria,0,1,Com emoção,2
1134242970595745793,7 anos professor reclamava baixos salarios fazia greve 41 anos culpa bolsonaro dia30euvoutrabalhar dia30meufilhonaovai,1614246646939,raiva,3,2,Com emoção,2
1134242970595745793,7 anos professor reclamava baixos salarios fazia greve 41 anos culpa bolsonaro dia30euvoutrabalhar dia30meufilhonaovai,1614246646939,ironia,5,1,Com ironia,1
1134077266093322241,vamos abrir olhos criancas futuro livre promissor brasil acima tudo deus acima tudos dia30meufilhonaovai,1614246646936,alegria,0,1,Com emoção,2
1134077266093322241,vamos abrir olhos criancas futuro livre promissor brasil acima tudo deus acima tudos dia30meufilhonaovai,1614246646936,ironia,5,1,Com ironia,1
1128801404771082241,bolsonaro preste atencao balburdia cortar educacao todospelaeducacao,1614246646932,raiva,3,1,Com emoção,2
1128801404771082241,bolsonaro preste atencao balburdia cortar educacao todospelaeducacao,1614246646932,ironia,5,1,Com ironia,1
1130132895069351937,genial tsunamidaeducacao bolsonaroenvergonhaobrasil 01presoamanha lulalivre,1614246646947,nulo,6,1,Sem emoção,0
1134236595723362305,tava vendo agora pingo is falataram lixar reporter jovem pan gritando facista vergonha marolinha30m,1614246646928,raiva,3,2,Com emoção,2
1134236595723362305,tava vendo agora pingo is falataram lixar reporter jovem pan gritando facista vergonha marolinha30m,1614246646928,ironia,5,1,Com ironia,1
1128887328997552129,tsunamidaeducacao naruapelaeducacao todospelaeducacao tiraamaodomeuif,1614246646982,nulo,6,1,Sem emoção,0
1131284238647668736,lamentavel forma governo bolsonaro trata educacao estudantes vao calar voz dia 30m vai maior,1614246646949,alegria,0,1,Com emoção,2
1134101167200514050,30m 30mpelaeducacao brasilpelaeducacao,1614246646853,nulo,6,1,Sem emoção,0
1134225612187537411,serie pergunta quer calar via armandinho brasilpelaeducacao 30m 30mpelaeducacao tsunami30m,1614246646966,nulo,6,1,Sem emoção,0
1128395958541279232,massa hein tsunamidaeducacao,1614246646934,nulo,6,1,Sem emoção,0
1134243297063526400,30mpelaeducacao,1614246646881,nulo,6,3,Sem emoção,0
1133847854261395456,dia30meufilhonaovai,1614246646828,raiva,3,1,Com emoção,2
1133847854261395456,dia30meufilhonaovai,1614246646828,nulo,6,1,Sem emoção,0
1132782916898045952,olha manuela davila debate defesa propriedade privada manda post boulos tambem gosta invadi terreno cada ne brasilnasruas,1614246646982,raiva,3,1,Com emoção,2
1132782916898045952,olha manuela davila debate defesa propriedade privada manda post boulos tambem gosta invadi terreno cada ne brasilnasruas,1614246646982,ironia,5,2,Com ironia,1
1133258360864878594,seguindo poucos ainda seguia sdv pfv dia30vaisermaior 30m lulalivretercasdv,1614246646940,nulo,6,1,Sem emoção,0
1133791763217506304,terrivel incendio destruiu museu nacional governo corta verba ajudaria reconstrucao conhecimentosemcortes 30m 30mpelaeducacao observatoriodoconhecimento,1614246646829,raiva,3,1,Com emoção,2
1133791763217506304,terrivel incendio destruiu museu nacional governo corta verba ajudaria reconstrucao conhecimentosemcortes 30m 30mpelaeducacao observatoriodoconhecimento,1614246646829,nulo,6,1,Sem emoção,0
1134091845301145601,espero lembremos proximas eleicoes q bruno covas vice doria psdb hora paulo sair desse monopolio politico absurdo lei dia30meufilhonaovai dia30euvoutrabalhar,1614246646918,raiva,3,2,Com emoção,2
1134282290434072577,dia30euvoutrabalhar,1614246646933,alegria,0,1,Com emoção,2
1131269628565626885,vi video senti tanto orgulho continue assim tsunamidaeducacao,1614246646933,alegria,0,1,Com emoção,2
1131269628565626885,vi video senti tanto orgulho continue assim tsunamidaeducacao,1614246646933,amor,1,1,Com emoção,2
1129038320225411074,tsunamidaeducacao todospelaeducacao marchapelaciencia marchforscience ripbrazilianscience,1614246646832,nulo,6,1,Sem emoção,0
1132781318251667460,ai brasilnasruas,1614246646941,alegria,0,1,Com emoção,2
1128738687905337346,moral arrepiante manifestacoes bicho ate alegria esperanca coracao tsunamidaeducacao naruapelaeducacao forabolsonaro,1614246646948,alegria,0,1,Com emoção,2
1128738687905337346,moral arrepiante manifestacoes bicho ate alegria esperanca coracao tsunamidaeducacao naruapelaeducacao forabolsonaro,1614246646948,amor,1,1,Com emoção,2
1134245772852158464,lo pasando hoy en brasil es historico hay casi ninguna ciudad en la la gente haya salido protestar contra los recortes sociales bolsonaro recortar los fondos educativos colmado el vaso los brasilenas han llenado las calles 30mpelaeducacao,1614246646958,alegria,0,1,Com emoção,2
1134245772852158464,lo pasando hoy en brasil es historico hay casi ninguna ciudad en la la gente haya salido protestar contra los recortes sociales bolsonaro recortar los fondos educativos colmado el vaso los brasilenas han llenado las calles 30mpelaeducacao,1614246646958,amor,1,1,Com emoção,2
1129489995067211776,impeachmentbolsonaro esquerdistasseguemesquerdistas impeachmentdosbolsonarosja eibolsonarovaitomarnocu sociallismocontinua tsunamidaeducacao naruapelaeducacao educacao eudefendoaaducacao todospelaeducacao maislivrosmenosarmas opovovaiinvadirocongresso,1614246646838,nulo,6,1,Sem emoção,0
1134227648429809665,agora vao acusar estudantes professores que30mpelaeducacao,1614246646920,ironia,5,1,Com ironia,1
1128424490248155136,tsunamidaeducacao,1614246646937,nulo,6,1,Sem emoção,0
1128264694035374080,ajudem divulgar local hora curitiba grevenacionaldaeducacao bolsonaroinimigodaeducacao tiraamaodomeuif tiraamaodaminhafederal lulalivretercasdv,1614246646934,alegria,0,1,Com emoção,2
1161270751275692032,unicamp esquenta tsunami13a,1614246646991,raiva,3,1,Com emoção,2
1132792246829498368,brasilnasruas,1614246646829,nulo,6,1,Sem emoção,0
1129010325150404608,balburdia bolsanarotemrazao,1614246646977,alegria,0,1,Com emoção,2
